label,core
Australia_Mapoon_112BP_(n=2),Australia_Mapoon_112BP
Australia_Mapoon_112BP_(low_res)_(n=1),Australia_Mapoon_112BP
Australia_Weipa_112BP_(n=1),Australia_Weipa_112BP
Australia_Willandra_Lakes_4000BP_(n=1),Australia_Willandra_Lakes_4000BP
Austria_Early_Medieval_Avar_Period_(Alpine_Profile)_(n=21),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Avar_Profile)_(n=13),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Balto-Slavic_Profile)_(n=20),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Carpathian_Basin_Profile)_(n=7),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Central_Euro_Profile)_(n=26),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Central_Euro_Slavic_Profile)_(n=51),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Central_Med_Profile)_(n=37),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(East_Asian-Mixed_Profile)_(n=88),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(East_Asian-Mixed_Profile)_o1_(n=12),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(East_Asian-Mixed_Profile)_o2_(n=69),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(East_Asian-Mixed_Profile)_o3_(n=20),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Idiosyncratic_Profile)_(n=1),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(North_Adriatic_Profile)_(n=40),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Northwest_Euro_Profile)_(n=4),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Paleo-Balkan_Profile)_(n=5),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(South_Balkan_Profile)_(n=49),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(South_Slavic_Profile)_(n=129),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(West_Med/North_Adriatic_Profile)_(n=1),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Avar_Period_(Western_Euro_Profile)_(n=1),Austria_Early_Medieval_Avar_Period
Austria_Early_Medieval_Moedling_Lerchengasse_(Central_Euro_Profile)_(n=2),Austria_Early_Medieval_Moedling_Lerchengasse
Austria_Early_Medieval_Pottenbrunn_(Balto-Slavic_Profile)_(n=1),Austria_Early_Medieval_Pottenbrunn
Austria_Early_Medieval_Wels_(Alpine_Profile)_(n=2),Austria_Early_Medieval_Wels
Austria_EN_LBK_Kleinhadersdorf_(n=8),Austria_EN_LBK_Kleinhadersdorf
Austria_IA_La_Tene_(n=3),Austria_IA_La_Tene
